firstName,lastName,email,phone,title,companyName,department,seniority,linkedinUrl
Carol,Phillips,carol.phillips@yellowcontentmedia.com,+1-235-534-8304,"Analytics Director","Yellow Content Media",ANALYTICS_INSIGHTS,MANAGER,https://linkedin.com/in/carol-phillips-2269
Joseph,Hernandez,joseph.hernandez@yellowcontentmedia.com,+1-781-399-6141,"VP of Media Planning","Yellow Content Media",MEDIA_PLANNING,DIRECTOR,https://linkedin.com/in/joseph-hernandez-2006
Ashley,Perez,ashley.perez@moderncreativecommunications.com,+1-253-972-6583,"Senior Analyst","Modern Creative Communications",ANALYTICS_INSIGHTS,COORDINATOR,https://linkedin.com/in/ashley-perez-6052
Laura,Flores,laura.flores@moderncreativecommunications.com,+1-258-429-8920,"VP of Search","Modern Creative Communications",SEARCH_MARKETING,COORDINATOR,https://linkedin.com/in/laura-flores-5521
Rebecca,Wright,rebecca.wright@moderncreativecommunications.com,+1-946-747-9353,"Programmatic Director","Modern Creative Communications",PROGRAMMATIC,ASSOCIATE,https://linkedin.com/in/rebecca-wright-7180
William,Ramirez,william.ramirez@moderncreativecommunications.com,+1-662-418-9160,"Business Development Manager","Modern Creative Communications",BUSINESS_DEVELOPMENT,DIRECTOR,https://linkedin.com/in/william-ramirez-4162
Ashley,Roberts,ashley.roberts@goldcontentstudios.com,+1-712-732-5364,"VP of Accounts","Gold Content Studios",ACCOUNT_MANAGEMENT,ASSOCIATE,https://linkedin.com/in/ashley-roberts-8538
Christopher,Lopez,christopher.lopez@goldcontentstudios.com,+1-461-934-9025,"SEM Director","Gold Content Studios",SEARCH_MARKETING,VP,https://linkedin.com/in/christopher-lopez-1218
Jessica,Anderson,jessica.anderson@mediabrandstrategies.com,+1-865-830-2601,"SEM Specialist","Media Brand Strategies",SEARCH_MARKETING,VP,https://linkedin.com/in/jessica-anderson-7872
Timothy,Mitchell,timothy.mitchell@mediabrandstrategies.com,+1-363-382-8151,"VP of Analytics","Media Brand Strategies",ANALYTICS_INSIGHTS,EXECUTIVE,https://linkedin.com/in/timothy-mitchell-5456
Brian,Edwards,brian.edwards@mediabrandstrategies.com,+1-721-679-3510,"Senior Creative Director","Media Brand Strategies",CREATIVE_SERVICES,EXECUTIVE,https://linkedin.com/in/brian-edwards-2897
Karen,Miller,karen.miller@mediabrandstrategies.com,+1-285-769-6241,"Analytics Director","Media Brand Strategies",ANALYTICS_INSIGHTS,COORDINATOR,https://linkedin.com/in/karen-miller-2701
Jeffrey,Wilson,jeffrey.wilson@dynamicsearchstrategies.com,+1-349-514-5978,"Strategic Planner","Dynamic Search Strategies",STRATEGY_PLANNING,DIRECTOR,https://linkedin.com/in/jeffrey-wilson-7443
Ryan,Taylor,ryan.taylor@dynamicsearchstrategies.com,+1-904-955-2519,"Managing Director","Dynamic Search Strategies",LEADERSHIP,MANAGER,https://linkedin.com/in/ryan-taylor-1170
Jessica,Turner,jessica.turner@dynamicsearchstrategies.com,+1-768-925-1055,"Media Planner","Dynamic Search Strategies",MEDIA_PLANNING,VP,https://linkedin.com/in/jessica-turner-6714
Steven,Gonzalez,steven.gonzalez@dynamicsearchstrategies.com,+1-788-252-4181,"Media Buying Director","Dynamic Search Strategies",MEDIA_BUYING,DIRECTOR,https://linkedin.com/in/steven-gonzalez-7555
Ryan,Jackson,ryan.jackson@strategicsocialalliance.com,+1-486-649-7961,"VP of Business Development","Strategic Social Alliance",BUSINESS_DEVELOPMENT,DIRECTOR,https://linkedin.com/in/ryan-jackson-3777
Angela,Taylor,angela.taylor@strategicsocialalliance.com,+1-617-857-3877,"VP of Analytics","Strategic Social Alliance",ANALYTICS_INSIGHTS,MANAGER,https://linkedin.com/in/angela-taylor-3344
Barbara,Wilson,barbara.wilson@strategicsocialalliance.com,+1-997-588-6534,"Analytics Manager","Strategic Social Alliance",ANALYTICS_INSIGHTS,DIRECTOR,https://linkedin.com/in/barbara-wilson-5264
Anna,Wilson,anna.wilson@sigmaperformancenetwork.com,+1-952-629-3283,"Programmatic Specialist","Sigma Performance Network",PROGRAMMATIC,COORDINATOR,https://linkedin.com/in/anna-wilson-6012
Daniel,Lopez,daniel.lopez@sigmaperformancenetwork.com,+1-950-281-7354,"Analytics Director","Sigma Performance Network",ANALYTICS_INSIGHTS,MANAGER,https://linkedin.com/in/daniel-lopez-6704
Jacob,Martinez,jacob.martinez@smartprogrammaticinteractive.com,+1-359-896-1388,"VP of Social","Smart Programmatic Interactive",SOCIAL_MEDIA,MANAGER,https://linkedin.com/in/jacob-martinez-1692
Gary,Collins,gary.collins@smartprogrammaticinteractive.com,+1-996-961-3452,"Founder","Smart Programmatic Interactive",LEADERSHIP,ASSOCIATE,https://linkedin.com/in/gary-collins-6215
Donald,Murphy,donald.murphy@smartprogrammaticinteractive.com,+1-954-921-7300,"VP of Media Buying","Smart Programmatic Interactive",MEDIA_BUYING,VP,https://linkedin.com/in/donald-murphy-7725
Linda,Baker,linda.baker@puresearchstudios.com,+1-629-462-2691,"Analytics Director","Pure Search Studios",ANALYTICS_INSIGHTS,DIRECTOR,https://linkedin.com/in/linda-baker-7298
Ronald,Reyes,ronald.reyes@puresearchstudios.com,+1-472-562-4562,"CEO","Pure Search Studios",LEADERSHIP,VP,https://linkedin.com/in/ronald-reyes-8326
Nancy,Hall,nancy.hall@puresearchstudios.com,+1-209-332-5477,"CEO","Pure Search Studios",LEADERSHIP,COORDINATOR,https://linkedin.com/in/nancy-hall-8011
Shirley,Lopez,shirley.lopez@goldstrategicalliance.com,+1-216-940-4873,"VP of Search","Gold Strategic Alliance",SEARCH_MARKETING,ASSOCIATE,https://linkedin.com/in/shirley-lopez-9020
Carol,Green,carol.green@goldstrategicalliance.com,+1-672-471-1253,"Analytics Manager","Gold Strategic Alliance",ANALYTICS_INSIGHTS,MANAGER,https://linkedin.com/in/carol-green-5463
Matthew,Johnson,matthew.johnson@digitalsearchinteractive.com,+1-413-793-1910,"President","Digital Search Interactive",LEADERSHIP,COORDINATOR,https://linkedin.com/in/matthew-johnson-8811
Kimberly,Jackson,kimberly.jackson@digitalsearchinteractive.com,+1-391-346-5724,"Associate Media Buyer","Digital Search Interactive",MEDIA_BUYING,MANAGER,https://linkedin.com/in/kimberly-jackson-6418
Lisa,Carter,lisa.carter@digitalsearchinteractive.com,+1-855-643-8002,"Associate Media Buyer","Digital Search Interactive",MEDIA_BUYING,COORDINATOR,https://linkedin.com/in/lisa-carter-4619
Kimberly,Diaz,kimberly.diaz@digitalsearchinteractive.com,+1-384-914-9555,"Creative Director","Digital Search Interactive",CREATIVE_SERVICES,EXECUTIVE,https://linkedin.com/in/kimberly-diaz-6242
David,Turner,david.turner@peaksocialagency.com,+1-470-503-5861,"Digital Marketing Director","Peak Social Agency",DIGITAL_MARKETING,EXECUTIVE,https://linkedin.com/in/david-turner-9233
Jonathan,Walker,jonathan.walker@peaksocialagency.com,+1-953-518-1062,"Strategy Director","Peak Social Agency",STRATEGY_PLANNING,ASSOCIATE,https://linkedin.com/in/jonathan-walker-3856
Richard,Anderson,richard.anderson@corecreativecreative.com,+1-832-919-8360,"Programmatic Manager","Core Creative Creative",PROGRAMMATIC,COORDINATOR,https://linkedin.com/in/richard-anderson-3527
Daniel,Hall,daniel.hall@corecreativecreative.com,+1-872-344-6795,"Media Buying Director","Core Creative Creative",MEDIA_BUYING,COORDINATOR,https://linkedin.com/in/daniel-hall-2912
Christopher,Miller,christopher.miller@corecreativecreative.com,+1-337-851-1610,"Art Director","Core Creative Creative",CREATIVE_SERVICES,VP,https://linkedin.com/in/christopher-miller-9222
Susan,Wright,susan.wright@corecreativecreative.com,+1-274-664-7654,"SEM Specialist","Core Creative Creative",SEARCH_MARKETING,EXECUTIVE,https://linkedin.com/in/susan-wright-7569
Angela,Rodriguez,angela.rodriguez@purecontentpartners.com,+1-844-952-6358,"Media Planner","Pure Content Partners",MEDIA_PLANNING,EXECUTIVE,https://linkedin.com/in/angela-rodriguez-8744
Jason,Clark,jason.clark@purecontentpartners.com,+1-722-448-1318,"Digital Marketing Director","Pure Content Partners",DIGITAL_MARKETING,COORDINATOR,https://linkedin.com/in/jason-clark-9582
Dorothy,Rivera,dorothy.rivera@corecontentgroup.com,+1-425-315-5432,"Managing Director","Core Content Group",LEADERSHIP,VP,https://linkedin.com/in/dorothy-rivera-3345
Shirley,Scott,shirley.scott@corecontentgroup.com,+1-636-737-6638,"VP of Digital","Core Content Group",DIGITAL_MARKETING,ASSOCIATE,https://linkedin.com/in/shirley-scott-4309
Karen,Johnson,karen.johnson@corecontentgroup.com,+1-255-800-6734,"Senior Account Manager","Core Content Group",ACCOUNT_MANAGEMENT,ASSOCIATE,https://linkedin.com/in/karen-johnson-9535
Michelle,Mitchell,michelle.mitchell@mediacontentalliance.com,+1-438-942-6162,"VP of Creative","Media Content Alliance",CREATIVE_SERVICES,MANAGER,https://linkedin.com/in/michelle-mitchell-1259
Jason,Thompson,jason.thompson@mediacontentalliance.com,+1-909-298-5553,"BD Director","Media Content Alliance",BUSINESS_DEVELOPMENT,DIRECTOR,https://linkedin.com/in/jason-thompson-9996
Cynthia,Robinson,cynthia.robinson@mediacontentalliance.com,+1-946-212-5298,"Senior Media Buyer","Media Content Alliance",MEDIA_BUYING,MANAGER,https://linkedin.com/in/cynthia-robinson-5219
James,Harris,james.harris@mediacontentalliance.com,+1-768-526-9217,"Business Development Manager","Media Content Alliance",BUSINESS_DEVELOPMENT,VP,https://linkedin.com/in/james-harris-1140
George,Rivera,george.rivera@strategiccreativealliance.com,+1-743-882-6983,"Account Director","Strategic Creative Alliance",ACCOUNT_MANAGEMENT,ASSOCIATE,https://linkedin.com/in/george-rivera-3141
Charles,Campbell,charles.campbell@strategiccreativealliance.com,+1-512-388-2114,"Digital Marketing Manager","Strategic Creative Alliance",DIGITAL_MARKETING,MANAGER,https://linkedin.com/in/charles-campbell-9249
Angela,Davis,angela.davis@strategiccreativealliance.com,+1-418-286-5947,"Programmatic Specialist","Strategic Creative Alliance",PROGRAMMATIC,EXECUTIVE,https://linkedin.com/in/angela-davis-1159
David,Campbell,david.campbell@strategiccreativealliance.com,+1-919-616-1161,"VP of Creative","Strategic Creative Alliance",CREATIVE_SERVICES,ASSOCIATE,https://linkedin.com/in/david-campbell-1006
Gary,Nguyen,gary.nguyen@firststrategicpartners.com,+1-273-550-8771,"VP of Analytics","First Strategic Partners",ANALYTICS_INSIGHTS,EXECUTIVE,https://linkedin.com/in/gary-nguyen-4392
Carol,White,carol.white@firststrategicpartners.com,+1-310-503-6109,"Programmatic Specialist","First Strategic Partners",PROGRAMMATIC,MANAGER,https://linkedin.com/in/carol-white-4561
Jason,Turner,jason.turner@alphastrategicstudios.com,+1-800-471-9169,"Social Media Strategist","Alpha Strategic Studios",SOCIAL_MEDIA,COORDINATOR,https://linkedin.com/in/jason-turner-1150
Nancy,Collins,nancy.collins@alphastrategicstudios.com,+1-447-284-4101,"Digital Marketing Manager","Alpha Strategic Studios",DIGITAL_MARKETING,MANAGER,https://linkedin.com/in/nancy-collins-5439
Jason,Phillips,jason.phillips@alphastrategicstudios.com,+1-224-838-7313,"Social Media Director","Alpha Strategic Studios",SOCIAL_MEDIA,DIRECTOR,https://linkedin.com/in/jason-phillips-8816
Laura,Carter,laura.carter@orangebrandnetwork.com,+1-378-769-6371,"Copywriter","Orange Brand Network",CREATIVE_SERVICES,COORDINATOR,https://linkedin.com/in/laura-carter-7637
Amy,Baker,amy.baker@orangebrandnetwork.com,+1-954-869-1894,"Search Marketing Manager","Orange Brand Network",SEARCH_MARKETING,EXECUTIVE,https://linkedin.com/in/amy-baker-4641
Ronald,Rivera,ronald.rivera@premiercreativemarketing.com,+1-497-366-8247,"Digital Strategist","Premier Creative Marketing",DIGITAL_MARKETING,EXECUTIVE,https://linkedin.com/in/ronald-rivera-2574
Joshua,Wilson,joshua.wilson@premiercreativemarketing.com,+1-982-972-4376,"Analytics Director","Premier Creative Marketing",ANALYTICS_INSIGHTS,ASSOCIATE,https://linkedin.com/in/joshua-wilson-2444
Kathleen,Cruz,kathleen.cruz@premiercreativemarketing.com,+1-602-238-5563,"BD Director","Premier Creative Marketing",BUSINESS_DEVELOPMENT,DIRECTOR,https://linkedin.com/in/kathleen-cruz-4295
Carol,Campbell,carol.campbell@creativeprogrammaticgroup.com,+1-614-662-7538,"Programmatic Specialist","Creative Programmatic Group",PROGRAMMATIC,ASSOCIATE,https://linkedin.com/in/carol-campbell-3419
George,Young,george.young@creativeprogrammaticgroup.com,+1-971-464-7135,"VP of Media Buying","Creative Programmatic Group",MEDIA_BUYING,ASSOCIATE,https://linkedin.com/in/george-young-8542
Daniel,Morris,daniel.morris@creativeprogrammaticgroup.com,+1-350-295-4129,"BD Director","Creative Programmatic Group",BUSINESS_DEVELOPMENT,COORDINATOR,https://linkedin.com/in/daniel-morris-5216
Brian,Sanchez,brian.sanchez@creativeprogrammaticgroup.com,+1-606-298-1768,"VP of Strategy","Creative Programmatic Group",STRATEGY_PLANNING,DIRECTOR,https://linkedin.com/in/brian-sanchez-5381
George,Lopez,george.lopez@boldbrandalliance.com,+1-648-201-6584,"VP of Social","Bold Brand Alliance",SOCIAL_MEDIA,DIRECTOR,https://linkedin.com/in/george-lopez-3874
Jacob,Morris,jacob.morris@boldbrandalliance.com,+1-588-951-9038,"Partner","Bold Brand Alliance",LEADERSHIP,EXECUTIVE,https://linkedin.com/in/jacob-morris-4268
Eric,Walker,eric.walker@boldbrandalliance.com,+1-326-783-5744,"BD Director","Bold Brand Alliance",BUSINESS_DEVELOPMENT,DIRECTOR,https://linkedin.com/in/eric-walker-1297
Jacob,Roberts,jacob.roberts@boldbrandalliance.com,+1-311-797-9800,"Search Marketing Manager","Bold Brand Alliance",SEARCH_MARKETING,EXECUTIVE,https://linkedin.com/in/jacob-roberts-3895
Sandra,Jones,sandra.jones@yellowsearchnetwork.com,+1-777-480-2179,"Art Director","Yellow Search Network",CREATIVE_SERVICES,DIRECTOR,https://linkedin.com/in/sandra-jones-3573
Brian,Flores,brian.flores@yellowsearchnetwork.com,+1-205-986-6361,"Analytics Director","Yellow Search Network",ANALYTICS_INSIGHTS,EXECUTIVE,https://linkedin.com/in/brian-flores-9860
Eric,Lopez,eric.lopez@corecontentnetwork.com,+1-504-878-5172,"VP of Digital","Core Content Network",DIGITAL_MARKETING,MANAGER,https://linkedin.com/in/eric-lopez-1026
Charles,Gomez,charles.gomez@corecontentnetwork.com,+1-288-950-3110,"Founder","Core Content Network",LEADERSHIP,ASSOCIATE,https://linkedin.com/in/charles-gomez-6862
Timothy,Clark,timothy.clark@corecontentnetwork.com,+1-694-491-4339,"Programmatic Director","Core Content Network",PROGRAMMATIC,VP,https://linkedin.com/in/timothy-clark-8717
Joshua,Nguyen,joshua.nguyen@peakprogrammaticcollective.com,+1-597-535-6611,"Analytics Director","Peak Programmatic Collective",ANALYTICS_INSIGHTS,ASSOCIATE,https://linkedin.com/in/joshua-nguyen-1584
Sandra,Hernandez,sandra.hernandez@peakprogrammaticcollective.com,+1-704-616-1183,"Digital Marketing Manager","Peak Programmatic Collective",DIGITAL_MARKETING,ASSOCIATE,https://linkedin.com/in/sandra-hernandez-2508
Anna,Nelson,anna.nelson@sigmacontentassociates.com,+1-897-886-5532,"Senior Media Buyer","Sigma Content Associates",MEDIA_BUYING,COORDINATOR,https://linkedin.com/in/anna-nelson-9831
Cynthia,Wright,cynthia.wright@sigmacontentassociates.com,+1-501-217-6136,"Art Director","Sigma Content Associates",CREATIVE_SERVICES,COORDINATOR,https://linkedin.com/in/cynthia-wright-7653
William,Allen,william.allen@sigmacontentassociates.com,+1-975-680-7780,"Digital Marketing Manager","Sigma Content Associates",DIGITAL_MARKETING,VP,https://linkedin.com/in/william-allen-5076
Emily,Walker,emily.walker@sigmacontentassociates.com,+1-647-561-4262,"Social Media Specialist","Sigma Content Associates",SOCIAL_MEDIA,DIRECTOR,https://linkedin.com/in/emily-walker-4252
Ashley,Hill,ashley.hill@nextinfluencermedia.com,+1-488-374-1913,"VP of Analytics","Next Influencer Media",ANALYTICS_INSIGHTS,DIRECTOR,https://linkedin.com/in/ashley-hill-3767
Sarah,King,sarah.king@nextinfluencermedia.com,+1-592-737-4653,"Senior Creative Director","Next Influencer Media",CREATIVE_SERVICES,EXECUTIVE,https://linkedin.com/in/sarah-king-4168
Betty,Murphy,betty.murphy@truecontentnetwork.com,+1-803-466-1336,"Social Media Specialist","True Content Network",SOCIAL_MEDIA,VP,https://linkedin.com/in/betty-murphy-5637
Betty,Edwards,betty.edwards@truecontentnetwork.com,+1-756-725-5980,"Associate Media Planner","True Content Network",MEDIA_PLANNING,VP,https://linkedin.com/in/betty-edwards-7708
Sarah,Gomez,sarah.gomez@omegamediamedia.com,+1-913-560-3512,"Data Analyst","Omega Media Media",ANALYTICS_INSIGHTS,EXECUTIVE,https://linkedin.com/in/sarah-gomez-9426
Patricia,Allen,patricia.allen@omegamediamedia.com,+1-630-815-9004,"Managing Director","Omega Media Media",LEADERSHIP,ASSOCIATE,https://linkedin.com/in/patricia-allen-8995
Ashley,Miller,ashley.miller@omegamediamedia.com,+1-873-313-2453,"VP of Business Development","Omega Media Media",BUSINESS_DEVELOPMENT,VP,https://linkedin.com/in/ashley-miller-7884
Robert,Brown,robert.brown@silverdigitaldigital.com,+1-558-958-6188,"CMO","Silver Digital Digital",LEADERSHIP,COORDINATOR,https://linkedin.com/in/robert-brown-5996
George,Flores,george.flores@silverdigitaldigital.com,+1-387-986-7978,"VP of Business Development","Silver Digital Digital",BUSINESS_DEVELOPMENT,MANAGER,https://linkedin.com/in/george-flores-7919
Linda,Smith,linda.smith@silverdigitaldigital.com,+1-257-935-3403,"SEM Specialist","Silver Digital Digital",SEARCH_MARKETING,MANAGER,https://linkedin.com/in/linda-smith-7065
Dorothy,Nguyen,dorothy.nguyen@silverdigitaldigital.com,+1-787-382-6660,"Social Media Strategist","Silver Digital Digital",SOCIAL_MEDIA,DIRECTOR,https://linkedin.com/in/dorothy-nguyen-6260
Anthony,Carter,anthony.carter@maxcreativeassociates.com,+1-385-755-9798,"VP of Search","Max Creative Associates",SEARCH_MARKETING,DIRECTOR,https://linkedin.com/in/anthony-carter-6358
Robert,Rivera,robert.rivera@maxcreativeassociates.com,+1-817-468-3486,"VP of Business Development","Max Creative Associates",BUSINESS_DEVELOPMENT,COORDINATOR,https://linkedin.com/in/robert-rivera-9315
Jeffrey,Parker,jeffrey.parker@maxcreativeassociates.com,+1-987-851-2851,"Senior Media Buyer","Max Creative Associates",MEDIA_BUYING,VP,https://linkedin.com/in/jeffrey-parker-2159
Eric,Robinson,eric.robinson@maxcreativeassociates.com,+1-322-505-6471,"Senior Media Buyer","Max Creative Associates",MEDIA_BUYING,DIRECTOR,https://linkedin.com/in/eric-robinson-7647
Kathleen,Phillips,kathleen.phillips@purpledigitallabs.com,+1-235-213-8016,"VP of Social","Purple Digital Labs",SOCIAL_MEDIA,ASSOCIATE,https://linkedin.com/in/kathleen-phillips-3793
William,Davis,william.davis@purpledigitallabs.com,+1-604-393-6871,"Programmatic Specialist","Purple Digital Labs",PROGRAMMATIC,DIRECTOR,https://linkedin.com/in/william-davis-8600
Ronald,Scott,ronald.scott@purpledigitallabs.com,+1-677-383-2468,"VP of Media Planning","Purple Digital Labs",MEDIA_PLANNING,EXECUTIVE,https://linkedin.com/in/ronald-scott-1604
Stephen,Hill,stephen.hill@purpledigitallabs.com,+1-380-711-4550,"Creative Director","Purple Digital Labs",CREATIVE_SERVICES,ASSOCIATE,https://linkedin.com/in/stephen-hill-8822
Jennifer,Clark,jennifer.clark@premiercontentstudios.com,+1-732-250-5362,"Programmatic Trader","Premier Content Studios",PROGRAMMATIC,MANAGER,https://linkedin.com/in/jennifer-clark-5157
